ID	Gene Symbol	Gene Name	GB_ACC	SPOT_ID
WAN008DRE_at	DCTN1	"Dynactin 1 (p150, glued homolog, Drosophila)"		WAN008DRE_at
WAN008DRG_at	PGM1	Phosphoglucomutase 1		WAN008DRG_at
WAN008DRI_at	NA	WAN008DRI 11228B-A12		WAN008DRI_at
WAN008DRJ_x_at	NA	WAN008DRJ 11228B-A11		WAN008DRJ_x_at
WAN008DRK_at	RFC4	"Replication factor C (activator 1) 4, 37kDa"		WAN008DRK_at
WAN008DRL_at	PARD6B	Par-6 partitioning defective 6 homolog beta (C. elegans)		WAN008DRL_at
WAN008DRM_at	EPHX1	"Epoxide hydrolase 1, microsomal (xenobiotic)"		WAN008DRM_at
WAN008DRN_x_at	NA	WAN008DRN 11228B-A07		WAN008DRN_x_at
WAN008DRO_at	NA	WAN008DRO 11228B-A06		WAN008DRO_at
WAN008DRP_at	NA	WAN008DRP 11228B-A05		WAN008DRP_at
WAN008DRQ_x_at	Sdha	"Succinate dehydrogenase complex, subunit A, flavoprotein (Fp)"		WAN008DRQ_x_at
WAN008DRR_at	DDX55	DEAD (Asp-Glu-Ala-Asp) box polypeptide 55		WAN008DRR_at
WAN008DRS_at	NA	WAN008DRS 11228B-A02		WAN008DRS_at
WAN008DRU_x_at	PSMD6	"Proteasome (prosome, macropain) 26S subunit, non-ATPase, 6"		WAN008DRU_x_at
WAN008DRW_at	NA	WAN008DRW 11228C-H10		WAN008DRW_at
WAN008DRX_at	NA	WAN008DRX 11228C-H09		WAN008DRX_at
WAN008DRY_at	2610507B11Rik	RIKEN cDNA 2610507B11 gene		WAN008DRY_at
WAN008DS1_at	ATXN10	Ataxin 10		WAN008DS1_at
WAN008DS3_at	CTNNBL1	"Catenin, beta like 1"		WAN008DS3_at
WAN008DS5-rc_f_at	NA	RC WAN008DS5 11228C-G12		WAN008DS5-rc_f_at
WAN008DS8_at	NA	WAN008DS8 11228C-G09		WAN008DS8_at
WAN008DS9_at	CFL2	Cofilin 2 (muscle)		WAN008DS9_at
WAN008DSA_at	TMEM85	Transmembrane protein 85		WAN008DSA_at
WAN008DSC_at	ATP6V1H	"ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H"		WAN008DSC_at
WAN008DSE_at	SLC1A4	"Solute carrier family 1 (glutamate/neutral amino acid transporter), member 4"		WAN008DSE_at
WAN008DSH_at	MRPL16	Mitochondrial ribosomal protein L16		WAN008DSH_at
WAN008DSJ_at	NA	WAN008DSJ 11228C-F04		WAN008DSJ_at
WAN008DSL_at	CTTN	Cortactin		WAN008DSL_at
WAN008DSQ_at	NA	WAN008DSQ 11228C-E08		WAN008DSQ_at
WAN008DST_at	NA	WAN008DST 11228C-E05		WAN008DST_at
WAN008DSV_at	PALM	Paralemmin		WAN008DSV_at
WAN008DSW_at	STAT3	Signal transducer and activator of transcription 3 (acute-phase response factor)		WAN008DSW_at
WAN008DSX_at	CALM1	"Calmodulin 1 (phosphorylase kinase, delta)"		WAN008DSX_at
WAN008DSZ_at	PPP1R7	"Protein phosphatase 1, regulatory subunit 7"		WAN008DSZ_at
WAN008DT1_at	NA	WAN008DT1 11228C-D08		WAN008DT1_at
WAN008DT2_x_at	SYNE2	"Spectrin repeat containing, nuclear envelope 2"		WAN008DT2_x_at
WAN008DT4_x_at	NA	WAN008DT4 11228C-D05		WAN008DT4_x_at
WAN008DT5_at	ADNP	Activity-dependent neuroprotector		WAN008DT5_at
WAN008DT6_at	NA	WAN008DT6 11228C-D03		WAN008DT6_at
WAN008DT7_at	GSTO1	Glutathione S-transferase omega 1		WAN008DT7_at
WAN008DT8_at	NA	WAN008DT8 11228C-D01		WAN008DT8_at
WAN008DTB_at	NA	WAN008DTB 11228C-C07		WAN008DTB_at
WAN008DTC_at	2700085E05Rik	RIKEN cDNA 2700085E05 gene		WAN008DTC_at
WAN008DTF_at	NA	WAN008DTF 11228C-C01		WAN008DTF_at
WAN008DTJ_at	NA	WAN008DTJ 11228C-B09		WAN008DTJ_at
WAN008DTK_at	Mm.234544	"PREDICTED: Mus musculus similar to ubiquitin specific protease 9, Y-linked (LOC622822), mRNA"		WAN008DTK_at
WAN008DTM_at	PAIP2	Poly(A) binding protein interacting protein 2		WAN008DTM_at
WAN008DTQ_at	ALKBH3	"AlkB, alkylation repair homolog 3 (E. coli)"		WAN008DTQ_at
WAN008DTR_at	NA	WAN008DTR 11228C-A10		WAN008DTR_at
WAN008DTT_at	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase		WAN008DTT_at
WAN008DTV_at	NA	WAN008DTV 11228C-A04		WAN008DTV_at
WAN008DTW_at	NA	WAN008DTW 11228C-A02		WAN008DTW_at
WAN008DTX_at	PPP2R1A	"Protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), alpha isoform"		WAN008DTX_at
WAN008DTZ_at	NA	NA		WAN008DTZ_at
WAN008DU0_at	4932438A13Rik	RIKEN cDNA 4932438A13 gene		WAN008DU0_at
WAN008DU1_at	2610033H07Rik	RIKEN cDNA 2610033H07 gene		WAN008DU1_at
WAN008DU7_x_at	FBXO8	F-box protein 8		WAN008DU7_x_at
WAN008DU8_at	CCM2	Cerebral cavernous malformation 2		WAN008DU8_at
WAN008DUB_at	RDH11	Retinol dehydrogenase 11 (all-trans/9-cis/11-cis)		WAN008DUB_at
WAN008DUC_at	PHF14	PHD finger protein 14		WAN008DUC_at
WAN008DUD_at	KLHL5	Kelch-like 5 (Drosophila)		WAN008DUD_at
WAN008DUE_at	PTCD1	Pentatricopeptide repeat domain 1		WAN008DUE_at
WAN008DUG_at	Hibadh	3-hydroxyisobutyrate dehydrogenase		WAN008DUG_at
WAN008DUI_at	Actr3	ARP3 actin-related protein 3 homolog (yeast)		WAN008DUI_at
WAN008DUJ_x_at	NA	WAN008DUJ 11228D-F09		WAN008DUJ_x_at
WAN008DUN_at	NA	NA		WAN008DUN_at
WAN008DUP_at	NA	RC WAN008DUP 11228D-F02		WAN008DUP_at
WAN008DUP-rc_at	NA	WAN008DUP 11228D-F02		WAN008DUP-rc_at
WAN008DUQ_at	KPNB1	Karyopherin (importin) beta 1		WAN008DUQ_at
WAN008DUR_at	NA	WAN008DUR 11228D-E12		WAN008DUR_at
WAN008DUS_at	PRMT1	Protein arginine methyltransferase 1		WAN008DUS_at
WAN008DUT_at	GGA2	"Golgi associated, gamma adaptin ear containing, ARF binding protein 2"		WAN008DUT_at
WAN008DUU_at	NA	WAN008DUU 11228D-E09		WAN008DUU_at
WAN008DUV_at	NA	WAN008DUV 11228D-E08		WAN008DUV_at
WAN008DUW_at	NA	WAN008DUW 11228D-E07		WAN008DUW_at
WAN008DUZ_at	POP7	"Processing of precursor 7, ribonuclease P subunit (S. cerevisiae)"		WAN008DUZ_at
WAN008DV2_at	NA	WAN008DV2 11228D-D12		WAN008DV2_at
WAN008DV6_x_at	NA	WAN008DV6 11228D-D07		WAN008DV6_x_at
WAN008DV7_at	Ubqln2_predicted	Ubiquilin 2 (predicted)		WAN008DV7_at
WAN008DV9_at	NA	WAN008DV9 11228D-D04		WAN008DV9_at
WAN008DVA_at	NA	WAN008DVA 11228D-D03		WAN008DVA_at
WAN008DVB_at	GTF2H4	"General transcription factor IIH, polypeptide 4, 52kDa"		WAN008DVB_at
WAN008DVE_at	NA	WAN008DVE 11228D-C10		WAN008DVE_at
WAN008DVF_at	DNAJC7	"DnaJ (Hsp40) homolog, subfamily C, member 7"		WAN008DVF_at
WAN008DVG_at	NA	WAN008DVG 11228D-C08		WAN008DVG_at
WAN008DVH_at	Zfp184	Zinc finger protein 184 (Kruppel-like)		WAN008DVH_at
WAN008DVI_at	DIABLO	Diablo homolog (Drosophila)		WAN008DVI_at
WAN008DVJ_at	NA	WAN008DVJ 11228D-C03		WAN008DVJ_at
WAN008DVM_at	HNRPA2B1	Heterogeneous nuclear ribonucleoprotein A2/B1		WAN008DVM_at
WAN008DVN_x_at	NA	WAN008DVN 11228D-B10		WAN008DVN_x_at
WAN008DVO_at	1810044A24Rik	RIKEN cDNA 1810044A24 gene		WAN008DVO_at
WAN008DVP_at	NA	WAN008DVP 11228D-B08		WAN008DVP_at
WAN008DVQ_at	NA	WAN008DVQ 11228D-B07		WAN008DVQ_at
WAN008DVR_at	2610524G07Rik	RIKEN cDNA 2610524G07 gene		WAN008DVR_at
WAN008DVS_at	NA	WAN008DVS 11228D-B05		WAN008DVS_at
WAN008DVU_at	NA	WAN008DVU 11228D-B03		WAN008DVU_at
WAN008DW1_x_at	NA	WAN008DW1 11228D-A06		WAN008DW1_x_at
WAN008DW3_at	Gse1	Genetic suppressor element 1		WAN008DW3_at
WAN008DW4_at	NA	WAN008DW4 11228D-A03		WAN008DW4_at
WAN008DW7_at	EIF3S7	"Eukaryotic translation initiation factor 3, subunit 7 zeta, 66/67kDa"		WAN008DW7_at
WAN008DW8_at	NA	WAN008DW8 11229A-H11		WAN008DW8_at
WAN008DWA_at	NA	WAN008DWA 11229A-H08		WAN008DWA_at
WAN008DWB_at	GJA1	"Gap junction protein, alpha 1, 43kDa (connexin 43)"		WAN008DWB_at
WAN008DWC_at	NA	WAN008DWC 11229A-H06		WAN008DWC_at
WAN008DWD_x_at	NA	RC WAN008DWD 11229A-H05		WAN008DWD_x_at
WAN008DWD-rc_at	NA	WAN008DWD 11229A-H05		WAN008DWD-rc_at
WAN008DWE_at	Nxf1	Nuclear RNA export factor 1 homolog (S. cerevisiae)		WAN008DWE_at
WAN008DWF_f_at	NA	WAN008DWF 11229A-H02		WAN008DWF_f_at
WAN008DWG_at	PDCD7	Programmed cell death 7		WAN008DWG_at
WAN008DWJ_at	USP1	Ubiquitin specific peptidase 1		WAN008DWJ_at
WAN008DWL_at	NEK2	NIMA (never in mitosis gene a)-related kinase 2		WAN008DWL_at
WAN008DWM_at	NA	WAN008DWM 11229A-G06		WAN008DWM_at
WAN008DWO_x_at	NA	WAN008DWO 11229A-G01		WAN008DWO_x_at
WAN008DWQ_at	ATP6V1H	"ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H"		WAN008DWQ_at
WAN008DWR_at	CUL1	Cullin 1		WAN008DWR_at
WAN008DWS_at	1810030O07Rik	RIKEN cDNA 1810030O07 gene		WAN008DWS_at
WAN008DWU_at	Frs2	Fibroblast growth factor receptor substrate 2		WAN008DWU_at
WAN008DWV_x_at	Rmnd5a	Required for meiotic nuclear division 5 homolog A (S. cerevisiae)		WAN008DWV_x_at
WAN008DWW_x_at	Gtf2ird1	General transcription factor II I repeat domain-containing 1		WAN008DWW_x_at
WAN008DWY_x_at	INPPL1	Inositol polyphosphate phosphatase-like 1		WAN008DWY_x_at
WAN008DWZ_at	CSPG6	Chondroitin sulfate proteoglycan 6 (bamacan)		WAN008DWZ_at
WAN008DX0_x_at	NA	WAN008DX0 11229A-E11		WAN008DX0_x_at
WAN008DX2_at	NA	WAN008DX2 11229A-E09		WAN008DX2_at
WAN008DX3_at	NA	WAN008DX3 11229A-E08		WAN008DX3_at
WAN008DX4_at	AHCYL1	S-adenosylhomocysteine hydrolase-like 1		WAN008DX4_at
WAN008DX6_at	Pi4k2a	Phosphatidylinositol 4-kinase type 2 alpha		WAN008DX6_at
WAN008DX7_at	NA	WAN008DX7 11229A-D12		WAN008DX7_at
WAN008DX8_at	NA	WAN008DX8 11229A-D11		WAN008DX8_at
WAN008DXA_at	GPD2	Glycerol-3-phosphate dehydrogenase 2 (mitochondrial)		WAN008DXA_at
WAN008DXB_f_at	NA	WAN008DXB 11229A-D08		WAN008DXB_f_at
WAN008DXB_x_at	NA	WAN008DXB 11229A-D08		WAN008DXB_x_at
WAN008DXC_at	TXNDC11	Thioredoxin domain containing 11		WAN008DXC_at
WAN008DXE_x_at	SLC6A8	"Solute carrier family 6 (neurotransmitter transporter, creatine), member 8"		WAN008DXE_x_at
WAN008DXF_x_at	SENP5	SUMO1/sentrin specific peptidase 5		WAN008DXF_x_at
WAN008DXG_at	LTV1	LTV1 homolog (S. cerevisiae)		WAN008DXG_at
WAN008DXI_at	IKBKE	"Inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon"		WAN008DXI_at
WAN008DXJ_at	Mm.324279	"Transcribed locus, strongly similar to XP_215069.3 PREDICTED: similar to Tu translation elongation factor, mitochondrial [Rattus norvegicus]"		WAN008DXJ_at
WAN008DXL_at	NA	WAN008DXL 11229A-C02		WAN008DXL_at
WAN008DXO_at	OSBPL9	Oxysterol binding protein-like 9		WAN008DXO_at
WAN008DXP-rc_x_at	NA	RC WAN008DXP 11229A-B10		WAN008DXP-rc_x_at
WAN008DXT_at	SUCLA2	"Succinate-CoA ligase, ADP-forming, beta subunit"		WAN008DXT_at
WAN008DXW_at	RPLP1	"Ribosomal protein, large, P1"		WAN008DXW_at
WAN008DXY_at	VPS36	Vacuolar protein sorting 36 (yeast)		WAN008DXY_at
WAN008DXZ_x_at	NA	WAN008DXZ 11229A-A10		WAN008DXZ_x_at
WAN008DY0_at	NA	WAN008DY0 11229A-A09		WAN008DY0_at
WAN008DY2_at	Rab5a	"RAB5A, member RAS oncogene family"		WAN008DY2_at
WAN008DY3-rc_at	EIF3S2	"Eukaryotic translation initiation factor 3, subunit 2 beta, 36kDa"		WAN008DY3-rc_at
WAN008DY4_x_at	Mlycd	Malonyl-CoA decarboxylase		WAN008DY4_x_at
WAN008DY6_at	NA	WAN008DY6 11229A-A01		WAN008DY6_at
WAN008DY7_at	PPFIA1	"Protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1"		WAN008DY7_at
WAN008DYB_x_at	NA	RC WAN008DYB 11229B-H07		WAN008DYB_x_at
WAN008DYB-rc_x_at	NA	WAN008DYB 11229B-H07		WAN008DYB-rc_x_at
WAN008DYC_at	SMARCAD1	"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1"		WAN008DYC_at
WAN008DYD_at	MDH1	"Malate dehydrogenase 1, NAD (soluble)"		WAN008DYD_at
WAN008DYE_at	PDCL3	Phosducin-like 3		WAN008DYE_at
WAN008DYK_at	AI481105	Expressed sequence AI481105		WAN008DYK_at
WAN008DYL_at	NPEPPS	Aminopeptidase puromycin sensitive		WAN008DYL_at
WAN008DYM_at	NA	WAN008DYM 11229B-G07		WAN008DYM_at
WAN008DYN_at	Csde1	"Cold shock domain containing E1, RNA binding"		WAN008DYN_at
WAN008DYO_at	PRKRIR	"Protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)"		WAN008DYO_at
WAN008DYR_at	NA	WAN008DYR 11229B-G02		WAN008DYR_at
WAN008DYS_at	NA	WAN008DYS 11229B-G01		WAN008DYS_at
WAN008DYU_at	NA	WAN008DYU 11229B-F10		WAN008DYU_at
WAN008DYV_at	NOL5A	Nucleolar protein 5A (56kDa with KKE/D repeat)		WAN008DYV_at
WAN008DYW_at	FARSLA	"Phenylalanine-tRNA synthetase-like, alpha subunit"		WAN008DYW_at
WAN008DYY_at	NA	WAN008DYY 11229B-F06		WAN008DYY_at
WAN008DYZ_x_at	NA	WAN008DYZ 11229B-F05		WAN008DYZ_x_at
WAN008DZ0_at	NA	WAN008DZ0 11229B-F04		WAN008DZ0_at
WAN008DZ2_at	MPHOSPH1	M-phase phosphoprotein 1		WAN008DZ2_at
WAN008DZ5-rc_at	NA	RC WAN008DZ5 11229B-E11		WAN008DZ5-rc_at
WAN008DZ6_at	UBOX5	U-box domain containing 5		WAN008DZ6_at
WAN008DZ7_at	LONRF1	LON peptidase N-terminal domain and ring finger 1		WAN008DZ7_at
WAN008DZ9_at	NA	WAN008DZ9 11229B-E07		WAN008DZ9_at
WAN008DZB_at	NA	WAN008DZB 11229B-E05		WAN008DZB_at
WAN008DZC_x_at	NA	WAN008DZC 11229B-E04		WAN008DZC_x_at
WAN008DZD_at	USP10	Ubiquitin specific peptidase 10		WAN008DZD_at
WAN008DZE_x_at	NA	WAN008DZE 11229B-E02		WAN008DZE_x_at
WAN008DZF_at	AL033326	Expressed sequence AL033326		WAN008DZF_at
WAN008DZH_x_at	NA	WAN008DZH 11229B-D10		WAN008DZH_x_at
WAN008DZJ_at	NA	WAN008DZJ 11229B-D08		WAN008DZJ_at
WAN008DZK_at	NA	WAN008DZK 11229B-D07		WAN008DZK_at
WAN008DZN_at	NA	WAN008DZN 11229B-D04		WAN008DZN_at
WAN008DZS_at	SLC4A7	"Solute carrier family 4, sodium bicarbonate cotransporter, member 7"		WAN008DZS_at
WAN008DZT_at	NA	WAN008DZT 11229B-C09		WAN008DZT_at
WAN008DZU_x_at	NA	WAN008DZU 11229B-C08		WAN008DZU_x_at
WAN008DZW_at	NA	WAN008DZW 11229B-C06		WAN008DZW_at
WAN008DZY_at	MCM7	MCM7 minichromosome maintenance deficient 7 (S. cerevisiae)		WAN008DZY_at
WAN008DZZ_x_at	NA	WAN008DZZ 11229B-C03		WAN008DZZ_x_at
WAN008E00_at	DDB1	"Damage-specific DNA binding protein 1, 127kDa"		WAN008E00_at
WAN008E02_at	NA	RC WAN008E02 11229B-B12		WAN008E02_at
WAN008E02-rc_at	NA	WAN008E02 11229B-B12		WAN008E02-rc_at
WAN008E03_at	UBXD1	UBX domain containing 1		WAN008E03_at
WAN008E04_at	ASCC2	Activating signal cointegrator 1 complex subunit 2		WAN008E04_at
WAN008E06_at	RABEP2	"Rabaptin, RAB GTPase binding effector protein 2"		WAN008E06_at
WAN008E08_at	USP5	Ubiquitin specific peptidase 5 (isopeptidase T)		WAN008E08_at
WAN008E09_at	NA	WAN008E09 11229B-B05		WAN008E09_at
WAN008E0A_at	NA	WAN008E0A 11229B-B04		WAN008E0A_at
WAN008E0C_at	STRN4	"Striatin, calmodulin binding protein 4"		WAN008E0C_at
WAN008E0F_at	NA	WAN008E0F 11229B-A11		WAN008E0F_at
WAN008E0H_at	LYAR	Hypothetical protein FLJ20425		WAN008E0H_at
WAN008E0I_at	NA	WAN008E0I 11229B-A08		WAN008E0I_at
WAN008E0K_at	5230400J09Rik	RIKEN cDNA 5230400J09 gene		WAN008E0K_at
WAN008E0K-rc_at	NA	WAN008E0K 11229B-A06		WAN008E0K-rc_at
WAN008E0L_at	NA	WAN008E0L 11229B-A05		WAN008E0L_at
WAN008E0M_at	NA	WAN008E0M 11229B-A04		WAN008E0M_at
WAN008E0N_at	NA	WAN008E0N 11229B-A03		WAN008E0N_at
WAN008E0P_at	NA	WAN008E0P 11229B-A01		WAN008E0P_at
WAN008E0R_at	App	Amyloid beta (A4) precursor protein		WAN008E0R_at
WAN008E0T_at	GIT2	G protein-coupled receptor kinase interactor 2		WAN008E0T_at
WAN008E0U_at	NA	WAN008E0U 11229C-H02		WAN008E0U_at
WAN008E0W_at	LMAN2	"Lectin, mannose-binding 2"		WAN008E0W_at
WAN008E0X_at	NA	WAN008E0X 11229C-G06		WAN008E0X_at
WAN008E0Y_at	AU022870	Expressed sequence AU022870		WAN008E0Y_at
WAN008E11_at	ARHGAP21	Rho GTPase activating protein 21		WAN008E11_at
WAN008E14_at	CPSF2	"Cleavage and polyadenylation specific factor 2, 100kDa"		WAN008E14_at
WAN008E15_at	PDIK1L	PDLIM1 interacting kinase 1 like		WAN008E15_at
WAN008E19_at	NA	WAN008E19 11229C-E06		WAN008E19_at
WAN008E1A_at	SLC35B3	"Solute carrier family 35, member B3"		WAN008E1A_at
WAN008E1G_x_at	NA	WAN008E1G 11229C-D05		WAN008E1G_x_at
WAN008E1K_x_at	NA	WAN008E1K 11229C-C06		WAN008E1K_x_at
WAN008E1L_x_at	Pgrmc2	Progesterone receptor membrane component 2		WAN008E1L_x_at
WAN008E1M_f_at	NA	WAN008E1M 11229C-C04		WAN008E1M_f_at
WAN008E1M_x_at	NA	WAN008E1M 11229C-C04		WAN008E1M_x_at
WAN008E1N_at	DMAP1	DNA methyltransferase 1 associated protein 1		WAN008E1N_at
WAN008E1P_at	Nomo1	Nodal modulator 1		WAN008E1P_at
WAN008E1Q_at	NA	WAN008E1Q 11229C-B07		WAN008E1Q_at
WAN008E1S_at	PPID	Peptidylprolyl isomerase D (cyclophilin D)		WAN008E1S_at
WAN008E1T_at	DUSP11	Dual specificity phosphatase 11 (RNA/RNP complex 1-interacting)		WAN008E1T_at
WAN008E1W_x_at	NA	WAN008E1W 11229C-B01		WAN008E1W_x_at
WAN008E1X_at	NA	WAN008E1X 11229C-A07		WAN008E1X_at
WAN008E20_at	TOMM70A	Translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)		WAN008E20_at
WAN008E21_at	MYC	V-myc myelocytomatosis viral oncogene homolog (avian)		WAN008E21_at
WAN008E22_at	NA	NA		WAN008E22_at
WAN008E23_at	NA	WAN008E23 11229C-A01		WAN008E23_at
WAN008E24_at	NA	WAN008E24 11229D-H08		WAN008E24_at
WAN008E25_at	NA	WAN008E25 11229D-H07		WAN008E25_at
WAN008E26_x_at	KLHL7	Kelch-like 7 (Drosophila)		WAN008E26_x_at
WAN008E28_at	C920009B18Rik	RIKEN cDNA C920009B18 gene		WAN008E28_at
WAN008E29_at	WDR43	WD repeat domain 43		WAN008E29_at
WAN008E2A_at	ATP6V1G1	"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1"		WAN008E2A_at
WAN008E2C_at	Rbl2	Retinoblastoma-like 2		WAN008E2C_at
WAN008E2D_at	WNK4	WNK lysine deficient protein kinase 4		WAN008E2D_at
WAN008E2E_at	PSMC4	"Proteasome (prosome, macropain) 26S subunit, ATPase, 4"		WAN008E2E_at
WAN008E2G_at	NA	WAN008E2G 11229D-G01		WAN008E2G_at
WAN008E2H_x_at	NA	WAN008E2H 11229D-F08		WAN008E2H_x_at
WAN008E2M_at	NA	WAN008E2M 11229D-F03		WAN008E2M_at
WAN008E2N_x_at	NA	WAN008E2N 11229D-F02		WAN008E2N_x_at
WAN008E2O_x_at	NA	WAN008E2O 11229D-E08		WAN008E2O_x_at
WAN008E2P_at	NA	WAN008E2P 11229D-E07		WAN008E2P_at
WAN008E2Q_at	GSPT1	G1 to S phase transition 1		WAN008E2Q_at
WAN008E2R_at	NA	WAN008E2R 11229D-E05		WAN008E2R_at
WAN008E2V_at	NA	WAN008E2V 11229D-D08		WAN008E2V_at
WAN008E2W_at	LRPPRC	Leucine-rich PPR-motif containing		WAN008E2W_at
WAN008E2Y_x_at	Ppp2r5d	"Protein phosphatase 2, regulatory subunit B (B56), delta isoform"		WAN008E2Y_x_at
WAN008E2Z_x_at	Csnk1a1	"Casein kinase 1, alpha 1"		WAN008E2Z_x_at
WAN008E30_at	SORBS1	Sorbin and SH3 domain containing 1		WAN008E30_at
WAN008E33_at	NA	WAN008E33 11229D-C06		WAN008E33_at
WAN008E35_at	NA	WAN008E35 11229D-C04		WAN008E35_at
WAN008E36_at	PSMB5	"Proteasome (prosome, macropain) subunit, beta type, 5"		WAN008E36_at
WAN008E37_at	NA	WAN008E37 11229D-C02		WAN008E37_at
WAN008E39_at	NA	WAN008E39 11229D-B08		WAN008E39_at
WAN008E3C_at	Ptma	Prothymosin alpha		WAN008E3C_at
WAN008E3E_at	UBE2G2	"Ubiquitin-conjugating enzyme E2G 2 (UBC7 homolog, yeast)"		WAN008E3E_at
WAN008E3O_at	LINCR	Likely ortholog of mouse lung-inducible Neutralized-related C3HC4 RING domain protein		WAN008E3O_at
WAN008E3P_at	IFT80	Intraflagellar transport 80 homolog (Chlamydomonas)		WAN008E3P_at
WAN008E3Q_at	Zfp180	Zinc finger protein 180		WAN008E3Q_at
WAN008E3R_at	DDX41	DEAD (Asp-Glu-Ala-Asp) box polypeptide 41		WAN008E3R_at
WAN008E3S-rc_at	RDBP	RD RNA binding protein		WAN008E3S-rc_at
WAN008E3U_at	NA	WAN008E3U 11230A-H02		WAN008E3U_at
WAN008E3V_at	RG9MTD2	RNA (guanine-9-) methyltransferase domain containing 2		WAN008E3V_at
WAN008E3W_at	NA	WAN008E3W 11230A-G12		WAN008E3W_at
WAN008E3X_at	NA	WAN008E3X 11230A-G11		WAN008E3X_at
WAN008E3Y_at	NA	WAN008E3Y 11230A-G10		WAN008E3Y_at
WAN008E40_at	FEN1	Flap structure-specific endonuclease 1		WAN008E40_at
WAN008E41_at	NA	WAN008E41 11230A-G06		WAN008E41_at
WAN008E43_at	MRPL30	Mitochondrial ribosomal protein L30		WAN008E43_at
WAN008E44_at	NA	WAN008E44 11230A-G03		WAN008E44_at
WAN008E47_at	E030041M21Rik	RIKEN cDNA E030041M21 gene		WAN008E47_at
WAN008E4D_at	NA	WAN008E4D 11230A-F05		WAN008E4D_at
WAN008E4F_at	USP9X	"Ubiquitin specific peptidase 9, X-linked"		WAN008E4F_at
WAN008E4H_at	NA	WAN008E4H 11230A-F01		WAN008E4H_at
WAN008E4I_at	NA	WAN008E4I 11230A-E12		WAN008E4I_at
WAN008E4L_x_at	NA	WAN008E4L 11230A-E07		WAN008E4L_x_at
WAN008E4M_at	NA	RC WAN008E4M 11230A-E06		WAN008E4M_at
WAN008E4M-rc_at	VRK1	Vaccinia related kinase 1		WAN008E4M-rc_at
WAN008E4Q_at	NA	WAN008E4Q 11230A-E02		WAN008E4Q_at
WAN008E4R_at	DHX16	DEAH (Asp-Glu-Ala-His) box polypeptide 16		WAN008E4R_at
WAN008E4T_at	CLK1	CDC-like kinase 1		WAN008E4T_at
WAN008E4U_at	NA	WAN008E4U 11230A-D10		WAN008E4U_at
WAN008E4V_at	TIPARP	TCDD-inducible poly(ADP-ribose) polymerase		WAN008E4V_at
WAN008E4W_at	CTTN	Cortactin		WAN008E4W_at
WAN008E4X_at	NA	WAN008E4X 11230A-D06		WAN008E4X_at
WAN008E4Z_at	Nup153	Nucleoporin 153		WAN008E4Z_at
WAN008E50_at	PURB	Purine-rich element binding protein B		WAN008E50_at
WAN008E51_at	MANBA	"Mannosidase, beta A, lysosomal"		WAN008E51_at
WAN008E53_at	TPR	Translocated promoter region (to activated MET oncogene)		WAN008E53_at
WAN008E54_at	Eif4g2	"Eukaryotic translation initiation factor 4, gamma 2"		WAN008E54_at
WAN008E57_at	NA	WAN008E57 11230A-C05		WAN008E57_at
WAN008E58_at	NA	WAN008E58 11230A-C04		WAN008E58_at
WAN008E59_at	NA	WAN008E59 11230A-C03		WAN008E59_at
WAN008E5B_at	NA	WAN008E5B 11230A-C01		WAN008E5B_at
WAN008E5H_at	NA	WAN008E5H 11230A-B06		WAN008E5H_at
WAN008E5I_at	ADAM10	ADAM metallopeptidase domain 10		WAN008E5I_at
WAN008E5K_at	NA	WAN008E5K 11230A-B02		WAN008E5K_at
WAN008E5L_at	SLC1A5	"Solute carrier family 1 (neutral amino acid transporter), member 5"		WAN008E5L_at
WAN008E5N_at	NEDD4	"Neural precursor cell expressed, developmentally down-regulated 4"		WAN008E5N_at
WAN008E5P_at	NA	WAN008E5P 11230A-A08		WAN008E5P_at
WAN008E5Q_at	NA	WAN008E5Q 11230A-A07		WAN008E5Q_at
WAN008E5R_at	NA	WAN008E5R 11230A-A06		WAN008E5R_at
WAN008E5S_at	Wbscr1	Williams-Beuren syndrome chromosome region 1 homolog (human)		WAN008E5S_at
WAN008E5T_at	MVD	Mevalonate (diphospho) decarboxylase		WAN008E5T_at
WAN008E5U_at	NA	WAN008E5U 11230A-A03		WAN008E5U_at
WAN008E5W_at	NA	WAN008E5W 11230A-A01		WAN008E5W_at
WAN008E5Z_at	NA	WAN008E5Z 11230B-H09		WAN008E5Z_at
WAN008E63_at	JAK1	Janus kinase 1 (a protein tyrosine kinase)		WAN008E63_at
WAN008E64_at	HSP90AB1	"Heat shock protein 90kDa alpha (cytosolic), class B member 1"		WAN008E64_at
WAN008E65_at	ERP29	Endoplasmic reticulum protein 29		WAN008E65_at
